image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0027,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar with geometric motifs and birds. From Tell Hasan, Hamrin Valley, Iraq. 5th millennium BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar_with_geometric_motifs_and_birds._From_Tell_Hasan,_Hamrin_Valley,_Iraq._5th_millennium_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Painted_pottery_jar_with_geometric_motifs_and_birds._From_Tell_Hasan%2C_Hamrin_Valley%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_jar_with_geometric_motifs_and_birds._From_Tell_Hasan%2C_Hamrin_Valley%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar with geometric motifs and birds. From Tell Hassan, Hamrin Valley, Iraq. Halaf culture, 5th millennium BCE. Iraq Museum, Baghdad.","File:Painted pottery jar with geometric motifs and birds. From Tell Hasan, Hamrin Valley, Iraq. 5th millennium BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/2/23/Painted_pottery_jar_with_geometric_motifs_and_birds._From_Tell_Hasan%2C_Hamrin_Valley%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0028,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar_with_geometric_motifs._From_Tell_Hasan,_Hamrin_Basin,_Iraq._5th_millennium_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Painted_pottery_jar_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_jar_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. Halaf culture, 5000 BCE. Iraq Museum, Baghdad.","File:Painted pottery jar with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/4/43/Painted_pottery_jar_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0029,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar, geometric designs of the Jemdet Nasr style. From Tell al-Naml (Arabic تل النمل), Makhoul Dam Basin, Iraq. Jemdet Nasr period, 3100-2900 BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar,_geometric_designs_of_the_Jemdet_Nasr_style._From_Tell_al-Naml_(Arabic_تل_النمل),_Makhoul_Dam_Basin,_Iraq._Jemdet_Nasr_period,_3100-2900_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Painted_pottery_jar%2C_geometric_designs_of_the_Jemdet_Nasr_style._From_Tell_al-Naml_%28Arabic_%D8%AA%D9%84_%D8%A7%D9%84%D9%86%D9%85%D9%84%29%2C_Makhoul_Dam_Basin%2C_Iraq._Jemdet_Nasr_period%2C_3100-2900_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar, geometric designs, of the Jemdet Nasr style. From Tell al-Naml (Arabic: تل النمل), Makhoul Dam Basin, Iraq. Jemdet Nasr period, 3100-2900 BCE. Iraq Museum, Baghdad.","File:Painted pottery jar, geometric designs of the Jemdet Nasr style. From Tell al-Naml (Arabic تل النمل), Makhoul Dam Basin, Iraq. Jemdet Nasr period, 3100-2900 BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/e/e7/Painted_pottery_jar%2C_geometric_designs_of_the_Jemdet_Nasr_style._From_Tell_al-Naml_%28Arabic_%D8%AA%D9%84_%D8%A7%D9%84%D9%86%D9%85%D9%84%29%2C_Makhoul_Dam_Basin%2C_Iraq._Jemdet_Nasr_period%2C_3100-2900_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0030,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar, geometric designs of the Jemdet Nasr style. From Tell al-Naml (Arabic تل النمل), Makhoul Dam Basin, Iraq. Jemdet Nasr period, 3100-2900 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar,_geometric_designs_of_the_Jemdet_Nasr_style._From_Tell_al-Naml_(Arabic_تل_النمل),_Makhoul_Dam_Basin,_Iraq._Jemdet_Nasr_period,_3100-2900_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Painted_pottery_jar%2C_geometric_designs_of_the_Jemdet_Nasr_style._From_Tell_al-Naml_%28Arabic_%D8%AA%D9%84_%D8%A7%D9%84%D9%86%D9%85%D9%84%29%2C_Makhoul_Dam_Basin%2C_Iraq._Jemdet_Nasr_period%2C_3100-2900_BCE._Iraq_Museum.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar, geometric designs of the Jemdet Nasr style. From Tell al-Naml (Arabic: تل النمل), Makhoul Dam Basin, Iraq. Jemdet Nasr period, 3100-2900 BCE. Iraq Museum, Baghdad.","File:Painted pottery jar, geometric designs of the Jemdet Nasr style. From Tell al-Naml (Arabic تل النمل), Makhoul Dam Basin, Iraq. Jemdet Nasr period, 3100-2900 BCE. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/d9/Painted_pottery_jar%2C_geometric_designs_of_the_Jemdet_Nasr_style._From_Tell_al-Naml_%28Arabic_%D8%AA%D9%84_%D8%A7%D9%84%D9%86%D9%85%D9%84%29%2C_Makhoul_Dam_Basin%2C_Iraq._Jemdet_Nasr_period%2C_3100-2900_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0031,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar, polychrome, geometric designs, of the Jemdet Nasr style. Jemdet Nar period, 3100-2900 BCE. From Ur (or Kish?), Iraq. Iraq Museum","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar,_polychrome,_geometric_designs,_of_the_Jemdet_Nasr_style._Jemdet_Nar_period,_3100-2900_BCE._From_Ur_(or_Kish?),_Iraq._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Painted_pottery_jar%2C_polychrome%2C_geometric_designs%2C_of_the_Jemdet_Nasr_style._Jemdet_Nar_period%2C_3100-2900_BCE._From_Ur_%28or_Kish%3F%29%2C_Iraq._Iraq_Museum.jpg/960px-Painted_pottery_jar%2C_polychrome%2C_geometric_designs%2C_of_the_Jemdet_Nasr_style._Jemdet_Nar_period%2C_3100-2900_BCE._From_Ur_%28or_Kish%3F%29%2C_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar, polychrome, geometric designs, of the Jemdet Nasr style. Jemdet Nar period, 3100-2900 BCE. From Ur (or Kish?), Iraq. Iraq Museum, Baghdad.","File:Painted pottery jar, polychrome, geometric designs, of the Jemdet Nasr style. Jemdet Nar period, 3100-2900 BCE. From Ur (or Kish?), Iraq. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/e/ef/Painted_pottery_jar%2C_polychrome%2C_geometric_designs%2C_of_the_Jemdet_Nasr_style._Jemdet_Nar_period%2C_3100-2900_BCE._From_Ur_%28or_Kish%3F%29%2C_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0032,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar, polychrome, geometric designs, of the Jemdet Nasr style. Jemdet Nar period, 3100-2900 BCE. From Ur, Iraq. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar,_polychrome,_geometric_designs,_of_the_Jemdet_Nasr_style._Jemdet_Nar_period,_3100-2900_BCE._From_Ur,_Iraq._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Painted_pottery_jar%2C_polychrome%2C_geometric_designs%2C_of_the_Jemdet_Nasr_style._Jemdet_Nar_period%2C_3100-2900_BCE._From_Ur%2C_Iraq._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_jar%2C_polychrome%2C_geometric_designs%2C_of_the_Jemdet_Nasr_style._Jemdet_Nar_period%2C_3100-2900_BCE._From_Ur%2C_Iraq._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar, polychrome, geometric designs, of the Jemdet Nasr style. Jemdet Nar period, 3100-2900 BCE. From Ur (or Kish?), Iraq. Iraq Museum, Baghdad.","File:Painted pottery jar, polychrome, geometric designs, of the Jemdet Nasr style. Jemdet Nar period, 3100-2900 BCE. From Ur, Iraq. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/b/bf/Painted_pottery_jar%2C_polychrome%2C_geometric_designs%2C_of_the_Jemdet_Nasr_style._Jemdet_Nar_period%2C_3100-2900_BCE._From_Ur%2C_Iraq._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0033,Wikimedia Commons,Iraq,pottery_ceramics,Painted pottery jar. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg/960px-Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,Painted pottery jar. From Iraq. Iraq Museum.,File:Painted pottery jar. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/1/10/Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0034,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar. From Yarim Tepe, Iraq. Halaf culture, 5th millennium BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar._From_Yarim_Tepe,_Iraq._Halaf_culture,_5th_millennium_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Painted_pottery_jar._From_Yarim_Tepe%2C_Iraq._Halaf_culture%2C_5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_jar._From_Yarim_Tepe%2C_Iraq._Halaf_culture%2C_5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Yarim Tepe, Iraq. Halaf culture, 5th millennium BCE. Iraq Museum, Baghdad.","File:Painted pottery jar. From Yarim Tepe, Iraq. Halaf culture, 5th millennium BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/de/Painted_pottery_jar._From_Yarim_Tepe%2C_Iraq._Halaf_culture%2C_5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0035,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jug or ewer. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_jug_or_ewer._From_Iraq._3500-2800_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Painted_pottery_jug_or_ewer._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_jug_or_ewer._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery spouted vessel (jug or ewer). From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?","File:Painted pottery jug or ewer. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/5f/Painted_pottery_jug_or_ewer._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0036,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery pot of the Jemdet Nasr type. Found above the floor of PG 1101, the royal cemetery at Ur, Iraq. Late Jemdet Nasr period, around 2900 BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_pot_of_the_Jemdet_Nasr_type._Found_above_the_floor_of_PG_1101,_the_royal_cemetery_at_Ur,_Iraq._Late_Jemdet_Nasr_period,_around_2900_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Painted_pottery_pot_of_the_Jemdet_Nasr_type._Found_above_the_floor_of_PG_1101%2C_the_royal_cemetery_at_Ur%2C_Iraq._Late_Jemdet_Nasr_period%2C_around_2900_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery pot of the Jemdet Nasr type. Found above the floor of PG 1101, the royal cemetery at Ur, Iraq. Late Jemdet Nasr period, around 2900 BCE. Iraq Museum, Baghdad. This was the only example of this ware encountered by the excavators at this Sumerian cemetery. For more information, read this article at https://www.penn.museum/sites/journal/9181/.","File:Painted pottery pot of the Jemdet Nasr type. Found above the floor of PG 1101, the royal cemetery at Ur, Iraq. Late Jemdet Nasr period, around 2900 BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/9/9f/Painted_pottery_pot_of_the_Jemdet_Nasr_type._Found_above_the_floor_of_PG_1101%2C_the_royal_cemetery_at_Ur%2C_Iraq._Late_Jemdet_Nasr_period%2C_around_2900_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0037,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery pot of the Ubaid culture type. From Iraq, Tell Arpachiyah. 5300-4700 BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_pot_of_the_Ubaid_culture_type._From_Iraq,_Tell_Arpachiyah._5300-4700_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Painted_pottery_pot_of_the_Ubaid_culture_type._From_Iraq%2C_Tell_Arpachiyah._5300-4700_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_pot_of_the_Ubaid_culture_type._From_Iraq%2C_Tell_Arpachiyah._5300-4700_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery pot of the Ubaid culture type. From Iraq, Tell Arpachiyah. Ubaid period, 5300-4700 BCE. Iraq Museum, Baghdad.","File:Painted pottery pot of the Ubaid culture type. From Iraq, Tell Arpachiyah. 5300-4700 BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/58/Painted_pottery_pot_of_the_Ubaid_culture_type._From_Iraq%2C_Tell_Arpachiyah._5300-4700_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0038,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery pot. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?","https://commons.wikimedia.org/wiki/File:Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum,_Baghdad._Provenance_and_style?.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad._Provenance_and_style%3F.jpg/960px-Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad._Provenance_and_style%3F.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery pot. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?","File:Painted pottery pot. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/4/47/Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad._Provenance_and_style%3F.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0039,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery vessel (jug or ewer). From Eridu (Tell Abu Shahrain), Iraq. 3500-2800 BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_vessel_(jug_or_ewer)._From_Eridu_(Tell_Abu_Shahrain),_Iraq._3500-2800_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Painted_pottery_vessel_%28jug_or_ewer%29._From_Eridu_%28Tell_Abu_Shahrain%29%2C_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_vessel_%28jug_or_ewer%29._From_Eridu_%28Tell_Abu_Shahrain%29%2C_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery vessel (jug or ewer). From Eridu (Tell Abu Shahrain), Iraq. 3500-2800 BCE. Iraq Museum, Baghdad.","File:Painted pottery vessel (jug or ewer). From Eridu (Tell Abu Shahrain), Iraq. 3500-2800 BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/9/96/Painted_pottery_vessel_%28jug_or_ewer%29._From_Eridu_%28Tell_Abu_Shahrain%29%2C_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0040,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery vessel with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan,_Hamrin_Basin,_Iraq._5th_millennium_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg/960px-Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery vessel with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. Halaf culture, 5000 BCE. Iraq Museum, Baghdad.","File:Painted pottery vessel with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/d7/Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
